# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(*)rho_adm            16:(*)rho_adr            17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f             22:rel. alpha            23:rel. m_e           
       6.646722323137e+13       1.572451385264e-25       6.408299668692e-09       1.037095284097e+22       1.302590431662e+04       1.959748532187e-10       8.657956900035e+17       3.700225991451e-09       5.370431917652e+43       7.308818644734e+32       4.642643665531e+33       4.101823065655e-08       4.396316874657e+43       1.075566628297e+44       1.345857799689e+32       9.889174901097e+42       1.075566628297e+44       3.585222094139e+43      -2.031888525107e+52       9.829038046159e-06       1.100762423135e+00       1.014080000000e+00       9.724000000000e-01 
       6.575659448129e+13       1.606621864880e-25       6.477421266027e-09       1.015037795975e+22       1.302590431662e+04       1.980927452125e-10       8.565391079003e+17       3.740214178075e-09       5.144418890750e+43       7.076891179354e+32       4.495320735473e+33       4.101823065655e-08       4.211299189060e+43       1.030301727257e+44       1.303150297504e+32       9.472991922292e+42       1.030301727257e+44       3.434339090680e+43      -1.925567574254e+52       9.945335945516e-06       1.087890423833e+00       1.014080000000e+00       9.724000000000e-01 
       6.505356335897e+13       1.641534893163e-25       6.548361852765e-09       9.934494381141e+21       1.302590431662e+04       2.002335251759e-10       8.473814917693e+17       3.780634515350e-09       4.927917554735e+43       6.852323364255e+32       4.352672737906e+33       4.101823065655e-08       4.034067917627e+43       9.869417860891e+43       1.261798013339e+32       9.074323880130e+42       9.869417860891e+43       3.289805953458e+43      -1.824809991888e+52       1.006163384487e-05       1.075315987830e+00       1.014080000000e+00       9.724000000000e-01 
       6.435804863501e+13       1.677206606394e-25       6.619302439503e-09       9.723202328061e+21       1.302590431662e+04       2.023974404584e-10       8.383217835242e+17       3.821491673517e-09       4.720527612930e+43       6.634881658956e+32       4.214551325295e+33       4.101823065655e-08       3.864295371439e+43       9.454066351241e+43       1.221757942668e+32       8.692433663722e+42       9.454066351241e+43       3.151355450247e+43      -1.729324668227e+52       1.017793174423e-05       1.063028914828e+00       1.014080000000e+00       9.724000000000e-01 
       6.366996994847e+13       1.713653490834e-25       6.690243026242e-09       9.516404145528e+21       1.302590431662e+04       2.045847410823e-10       8.293589363910e+17       3.862790373263e-09       4.521865615026e+43       6.424339933808e+32       4.080812857547e+33       4.101823065655e-08       3.701667652266e+43       9.056194786103e+43       1.182988445609e+32       8.326615183271e+42       9.056194786103e+43       3.018731595206e+43      -1.638835726148e+52       1.029422964359e-05       1.051019465467e+00       1.014080000000e+00       9.724000000000e-01 
       6.298924779757e+13       1.750892392313e-25       6.763002602383e-09       9.314004255539e+21       1.302590431662e+04       2.067956797720e-10       8.204919147872e+17       3.904535386337e-09       4.331564248103e+43       6.220479234834e+32       3.951318252640e+33       4.101823065655e-08       3.545884072192e+43       8.675067527220e+43       1.145449203619e+32       7.976192064559e+42       8.675067527220e+43       2.891689175584e+43      -1.553081724123e+52       1.041052754296e-05       1.039278335603e+00       1.014080000000e+00       9.724000000000e-01 
       6.231580353053e+13       1.788940520807e-25       6.835762178525e-09       9.115909112894e+21       1.302590431662e+04       2.090305119830e-10       8.117196942022e+17       3.946731535990e-09       4.149271657499e+43       6.023087556026e+32       3.825932841975e+33       4.101823065655e-08       3.396656597664e+43       8.309979895453e+43       1.109101177566e+32       7.640516398374e+42       8.309979895453e+43       2.769993298333e+43      -1.471814900860e+52       1.052682544233e-05       1.027796632232e+00       1.014080000000e+00       9.724000000000e-01 
       6.164955933647e+13       1.827815462713e-25       6.910340744071e-09       8.922027161961e+21       1.302590431662e+04       2.112894959318e-10       8.030412610788e+17       3.989383697682e-09       3.974650796248e+43       5.831959618868e+32       3.704526230334e+33       4.101823065655e-08       3.253709316932e+43       7.960256867876e+43       1.073906567128e+32       7.318967542571e+42       7.960256867876e+43       2.653418955812e+43      -1.394800459464e+52       1.064312334170e-05       1.016565851072e+00       1.014080000000e+00       9.724000000000e-01 
       6.099043823641e+13       1.867535183768e-25       6.984919309616e-09       8.732268794362e+21       1.302590431662e+04       2.135728926251e-10       7.944556126964e+17       4.032496799463e-09       3.807378801907e+43       5.646896658854e+32       3.586972160272e+33       4.101823065655e-08       3.116777929912e+43       7.625251829699e+43       1.039828771485e+32       7.010950974545e+42       7.625251829699e+43       2.541750609758e+43      -1.321815889067e+52       1.075942124107e-05       1.005577855502e+00       1.014080000000e+00       9.724000000000e-01 
       6.033836407438e+13       1.908118043228e-25       7.059497875161e-09       8.546546307559e+21       1.302590431662e+04       2.158809658904e-10       7.859617570544e+17       4.076075822749e-09       3.647146399602e+43       5.467706218783e+32       3.473148380814e+33       4.101823065655e-08       2.985609259511e+43       7.304345378725e+43       1.006832351253e+32       6.715897191997e+42       7.304345378725e+43       2.434781792771e+43      -1.252650321940e+52       1.087571914044e-05       9.948248569610e-01       1.014080000000e+00       9.724000000000e-01 
       5.969326150864e+13       1.949582796258e-25       7.135895430110e-09       8.364773864314e+21       1.302590431662e+04       2.182139824063e-10       7.775587127587e+17       4.120125802685e-09       3.493657330200e+43       5.294201948612e+32       3.362936520319e+33       4.101823065655e-08       2.859960783516e+43       6.996944180111e+43       9.748829916315e+31       6.433260659964e+42       6.996944180111e+43       2.332314726571e+43      -1.187103924257e+52       1.099201703981e-05       9.842993964794e-01       1.014080000000e+00       9.724000000000e-01 
       5.905505600295e+13       1.991948608032e-25       7.214111974463e-09       8.186867453024e+21       1.302590431662e+04       2.205722117336e-10       7.692455089072e+17       4.164651828913e-09       3.346627802545e+43       5.126203411662e+32       3.256221963384e+33       4.101823065655e-08       2.739600186191e+43       6.702479869338e+43       9.439474667155e+31       6.162518802158e+42       6.702479869338e+43       2.234159956317e+43      -1.124987318730e+52       1.110831493918e-05       9.739943274737e-01       1.014080000000e+00       9.724000000000e-01 
       5.842367381797e+13       2.035235058699e-25       7.290509529412e-09       8.012744848886e+21       1.302590431662e+04       2.229559263460e-10       7.610211849784e+17       4.209659046030e-09       3.205785968747e+43       4.963535896968e+32       3.152893731643e+33       4.101823065655e-08       2.624304928737e+43       6.420408001335e+43       9.139936049426e+31       5.903171034759e+42       6.420408001335e+43       2.140136000320e+43      -1.066121037462e+52       1.122461283855e-05       9.639027995301e-01       1.014080000000e+00       9.724000000000e-01 
       5.779904200274e+13       2.079462154333e-25       7.370545063168e-09       7.842325575900e+21       1.302590431662e+04       2.253654016619e-10       7.528847907201e+17       4.255152654243e-09       3.070871421555e+43       4.806030237591e+32       3.052844368355e+33       4.101823065655e-08       2.513861837837e+43       6.150207043841e+43       8.849902556366e+31       5.654737840866e+42       6.150207043841e+43       2.050069014493e+43      -1.010335003422e+52       1.134091073793e-05       9.540182432343e-01       1.014080000000e+00       9.724000000000e-01 
       5.718108838624e+13       2.124650336368e-25       7.450580596924e-09       7.675530869669e+21       1.302590431662e+04       2.278009160762e-10       7.448353860395e+17       4.301137909978e-09       2.941634712878e+43       4.653522634690e+32       2.955969826658e+33       4.101823065655e-08       2.408066711505e+43       5.891377413125e+43       8.569072566113e+31       5.416759883907e+42       5.891377413125e+43       1.963792470925e+43      -9.574680390600e+51       1.145720863730e-05       9.443343559125e-01       1.014080000000e+00       9.724000000000e-01 
       5.656974156908e+13       2.170820488927e-25       7.530616130680e-09       7.512283641003e+21       1.302590431662e+04       2.302627509923e-10       7.368720408948e+17       4.347620126418e-09       2.817836892574e+43       4.505854487180e+32       2.862169361363e+33       4.101823065655e-08       2.306723941539e+43       5.643440550288e+43       8.297154028040e+31       5.188797158351e+42       5.643440550288e+43       1.881146849983e+43      -9.073674006312e+51       1.157350653668e-05       9.348450882112e-01       1.014080000000e+00       9.724000000000e-01 
       5.596493091520e+13       2.217993952235e-25       7.612470653839e-09       7.352508440281e+21       1.302590431662e+04       2.327511908548e-10       7.289938351878e+17       4.394604674240e-09       2.699249066647e+43       4.362872226793e+32       2.771345424180e+33       4.101823065655e-08       2.209646151848e+43       5.405938036440e+43       8.033864159030e+31       4.970428176169e+42       5.405938036440e+43       1.801979345370e+43      -8.598883368854e+51       1.168980443606e-05       9.255446315268e-01       1.014080000000e+00       9.724000000000e-01 
       5.536658654378e+13       2.266192527349e-25       7.694325176999e-09       7.196131422586e+21       1.302590431662e+04       2.352665231822e-10       7.211998586572e+17       4.442096982065e-09       2.585651974035e+43       4.224427158374e+32       2.683403562278e+33       4.101823065655e-08       2.116653852007e+43       5.178430745113e+43       7.778929149396e+31       4.761249187529e+42       5.178430745113e+43       1.726143581598e+43      -8.148936708517e+51       1.180610233544e-05       9.164274061083e-01       1.014080000000e+00       9.724000000000e-01 
       5.477463932109e+13       2.315438492486e-25       7.776179700159e-09       7.043080313574e+21       1.302590431662e+04       2.378090386002e-10       7.134892107740e+17       4.490102537293e-09       2.476835581215e+43       4.090375305243e+32       2.598252320054e+33       4.101823065655e-08       2.027575105394e+43       4.960498030346e+43       7.532083878130e+31       4.560873434292e+42       4.960498030346e+43       1.653499343346e+43      -7.722534035051e+51       1.192240023483e-05       9.074880499413e-01       1.014080000000e+00       9.724000000000e-01 
       5.418902085255e+13       2.365754606231e-25       7.861672202125e-09       6.893284376070e+21       1.302590431662e+04       2.403790308754e-10       7.058610006367e+17       4.538626886506e-09       2.372598693860e+43       3.960577259470e+32       2.515803144024e+33       4.101823065655e-08       1.942245211287e+43       4.751736948937e+43       7.293071637193e+31       4.368930434919e+42       4.751736948937e+43       1.583912316213e+43      -7.318443381723e+51       1.203869813421e-05       8.987214081810e-01       1.014080000000e+00       9.724000000000e-01 
       5.360966347481e+13       2.417164125698e-25       7.945345714688e-09       6.746674377373e+21       1.302590431662e+04       2.429767969490e-10       6.983143468692e+17       4.587675636351e-09       2.272748584847e+43       3.834898036892e+32       2.435970290734e+33       4.101823065655e-08       1.860506400346e+43       4.551761515430e+43       7.061643864544e+31       4.185065299478e+42       4.551761515430e+43       1.517253838380e+43      -6.935497245903e+51       1.215499603360e-05       8.901225232934e-01       1.014080000000e+00       9.724000000000e-01 
       5.303650024796e+13       2.469690809746e-25       8.032657206059e-09       6.603182557260e+21       1.302590431662e+04       2.456026369712e-10       6.908483775184e+17       4.637254453954e-09       2.177100637917e+43       3.713206936740e+32       2.358670737587e+33       4.101823065655e-08       1.782207542906e+43       4.360201988450e+43       6.837559885650e+31       4.008938073471e+42       4.360201988450e+43       1.453400662724e+43      -6.572589215905e+51       1.227129393299e-05       8.816866256557e-01       1.014080000000e+00       9.724000000000e-01 
       5.246946494773e+13       2.523358935881e-25       8.118149708025e-09       6.462742596669e+21       1.302590431662e+04       2.482568543361e-10       6.834622299535e+17       4.687369067758e-09       2.085478006332e+43       3.595377405713e+32       2.283824096505e+33       4.101823065655e-08       1.707203869549e+43       4.176704187080e+43       6.620586663199e+31       3.840223109285e+42       4.176704187080e+43       1.392234728936e+43      -6.228670774335e+51       1.238759183239e-05       8.734091247736e-01       1.014080000000e+00       9.724000000000e-01 
       5.190849205793e+13       2.578193308498e-25       8.207280188799e-09       6.325289587046e+21       1.302590431662e+04       2.509397557163e-10       6.761550507667e+17       4.738025268090e-09       1.997711285894e+43       3.481286906370e+32       2.211352530330e+33       4.101823065655e-08       1.635356703434e+43       4.000928836000e+43       6.410498554742e+31       3.678608464092e+42       4.000928836000e+43       1.333642945246e+43      -5.902748268699e+51       1.250388973179e-05       8.652856009330e-01       1.014080000000e+00       9.724000000000e-01 
       5.135351676279e+13       2.634219270217e-25       8.294591680169e-09       6.190760000347e+21       1.302590431662e+04       2.536516510990e-10       6.689259956742e+17       4.789228907833e-09       1.913638201732e+43       3.370816789693e+32       2.141180671873e+33       4.101823065655e-08       1.566533203895e+43       3.832550938189e+43       6.207077078045e+31       3.523795323081e+42       3.832550938189e+43       1.277516979312e+43      -5.593880040537e+51       1.262018763118e-05       8.573117973289e-01       1.014080000000e+00       9.724000000000e-01 
       5.080447493954e+13       2.691462716415e-25       8.385541150346e-09       6.059091659674e+21       1.302590431662e+04       2.563928538209e-10       6.617742294187e+17       4.840985903178e-09       1.833103308263e+43       3.263852171702e+32       2.073235545542e+33       4.101823065655e-08       1.500606120826e+43       3.671259174033e+43       6.010110683871e+31       3.375497446976e+42       3.671259174033e+43       1.223753057929e+43      -5.301173704772e+51       1.273648553058e-05       8.494836126454e-01       1.014080000000e+00       9.724000000000e-01 
       5.026130315096e+13       2.749950102123e-25       8.474671631120e-09       5.930223710541e+21       1.302590431662e+04       2.591636806053e-10       6.546989256731e+17       4.893302234166e-09       1.755957701787e+43       3.160281813981e+32       2.007446491444e+33       4.101823065655e-08       1.437453559401e+43       3.516755325707e+43       5.819394535979e+31       3.233440642796e+42       3.516755325707e+43       1.172251775156e+43      -5.023783571424e+51       1.285278342998e-05       8.417970939915e-01       1.014080000000e+00       9.724000000000e-01 
       4.972393863805e+13       2.809708461153e-25       8.567440090701e-09       5.804096592749e+21       1.302590431662e+04       2.619644515982e-10       6.476992669448e+17       4.946183945574e-09       1.682058745171e+43       3.059998007988e+32       1.943745091905e+33       4.101823065655e-08       1.376958754706e+43       3.368753725796e+43       5.634730298107e+31       3.097362256888e+42       3.368753725796e+43       1.122917908522e+43      -4.760908202233e+51       1.296908132937e-05       8.342484302850e-01       1.014080000000e+00       9.724000000000e-01 
       4.919231931283e+13       2.870765410263e-25       8.660208550282e-09       5.680652012854e+21       1.302590431662e+04       2.647954904054e-10       6.407744444817e+17       4.999637147376e-09       1.611269804123e+43       2.962896463052e+32       1.882065100319e+33       4.101823065655e-08       1.319009855838e+43       3.226980729114e+43       5.455925927707e+31       2.967010689300e+42       3.226980729114e+43       1.075660242964e+43      -4.511788095136e+51       1.308537922877e-05       8.268339459054e-01       1.014080000000e+00       9.724000000000e-01 
       4.866638375110e+13       2.933149171314e-25       8.752977009863e-09       5.559832917229e+21       1.302590431662e+04       2.676571241299e-10       6.339236581778e+17       5.053668015718e-09       1.543459994564e+43       2.868876197909e+32       1.822342372254e+33       4.101823065655e-08       1.263499719111e+43       3.091174206751e+43       5.282795476231e+31       2.842144928590e+42       3.091174206751e+43       1.030391402178e+43      -4.275703489906e+51       1.320167712817e-05       8.195500947770e-01       1.014080000000e+00       9.724000000000e-01 
       4.814607118538e+13       2.996888574644e-25       8.847564458847e-09       5.441583465693e+21       1.302590431662e+04       2.705496834096e-10       6.271461164820e+17       5.108282793357e-09       1.478503940634e+43       2.777839435689e+32       1.764514798744e+33       4.101823065655e-08       1.210325709947e+43       2.961083061411e+43       5.115158895755e+31       2.722534106210e+42       2.961083061411e+43       9.870276870672e+42      -4.051972288615e+51       1.331797502757e-05       8.123934546628e-01       1.014080000000e+00       9.724000000000e-01 
       4.763132149787e+13       3.062013080655e-25       8.943970897235e-09       5.325849005705e+21       1.302590431662e+04       2.734735024558e-10       6.204410363055e+17       5.163487790611e-09       1.416281542876e+43       2.689691502231e+32       1.708522241698e+33       4.101823065655e-08       1.159389513113e+43       2.836466763156e+43       4.952841851733e+31       2.607957069647e+42       2.836466763156e+43       9.454889209846e+42      -3.839948084910e+51       1.343427292698e-05       8.053607218459e-01       1.014080000000e+00       9.724000000000e-01 
       4.712207521353e+13       3.128552788173e-25       9.040377335623e-09       5.212576047099e+21       1.302590431662e+04       2.764289190914e-10       6.138076429321e+17       5.219289385948e-09       1.356677756187e+43       2.604340727628e+32       1.654306471364e+33       4.101823065655e-08       1.110596950944e+43       2.717094904679e+43       4.795675541699e+31       2.498201973525e+42       2.717094904679e+43       9.056983014943e+42      -3.639018296406e+51       1.355057082638e-05       7.984487060178e-01       1.014080000000e+00       9.724000000000e-01 
       4.661827349319e+13       3.196538450063e-25       9.138602763414e-09       5.101712237371e+21       1.302590431662e+04       2.794162747902e-10       6.072451699284e+17       5.275694026766e-09       1.299582377098e+43       2.521698350890e+32       1.601811105763e+33       4.101823065655e-08       1.063857809214e+43       2.602746775294e+43       4.643496519721e+31       2.393065887916e+42       2.602746775294e+43       8.675822583679e+42      -3.448602394813e+51       1.366686872579e-05       7.916543254611e-01       1.014080000000e+00       9.724000000000e-01 
       4.611985812675e+13       3.266001489170e-25       9.236828191206e-09       4.993206337473e+21       1.302590431662e+04       2.824359147164e-10       6.007528590551e+17       5.332708230185e-09       1.244889840025e+43       2.441678427643e+32       1.550981552064e+33       4.101823065655e-08       1.019085670335e+43       2.493210952859e+43       4.496146526423e+31       2.292354423141e+42       2.493210952859e+43       8.310703175582e+42      -3.268150228664e+51       1.378316662520e-05       7.849746024765e-01       1.014080000000e+00       9.724000000000e-01 
       4.562677152645e+13       3.336974008079e-25       9.336872608401e-09       4.887008198141e+21       1.302590431662e+04       2.854881877643e-10       5.943299601798e+17       5.390338583672e-09       1.192499022076e+43       2.364197740747e+32       1.501764949805e+33       4.101823065655e-08       9.761977535800e+42       2.388284912870e+43       4.353472324402e+31       2.195881370349e+42       2.388284912870e+43       7.960949708971e+42      -3.097140433812e+51       1.389946452462e-05       7.784066590093e-01       1.014080000000e+00       9.724000000000e-01 
       4.513895672024e+13       3.409488811233e-25       9.436917025596e-09       4.783068736707e+21       1.302590431662e+04       2.885734465985e-10       5.879757311898e+17       5.448591745999e-09       1.142313056089e+43       2.289175713752e+32       1.454110115921e+33       4.101823065655e-08       9.351147620210e+42       2.287774654006e+43       4.215325538871e+31       2.103468357236e+42       2.287774654006e+43       7.625915512779e+42      -2.935078927101e+51       1.401576242403e-05       7.719477125474e-01       1.014080000000e+00       9.724000000000e-01 
       4.465635734516e+13       3.483579410788e-25       9.538780432194e-09       4.681339914421e+21       1.302590431662e+04       2.916920476952e-10       5.816894379069e+17       5.507474447762e-09       1.094239151525e+43       2.216534327105e+32       1.407967491516e+33       4.101823065655e-08       8.957607359192e+42       2.191494339436e+43       4.081562503351e+31       2.014944518241e+42       2.191494339436e+43       7.304981130895e+42      -2.781497478857e+51       1.413206032344e-05       7.655950721508e-01       1.014080000000e+00       9.724000000000e-01 
       4.417891764089e+13       3.559280052973e-25       9.642462828197e-09       4.581774714249e+21       1.302590431662e+04       2.948443513827e-10       5.754703540021e+17       5.566993492446e-09       1.048188422909e+43       2.146198037015e+32       1.363289090324e+33       4.101823065655e-08       8.580629122788e+42       2.099265953213e+43       3.952044110270e+31       1.930146178631e+42       2.099265953213e+43       6.997553176837e+42      -2.635952360071e+51       1.424835822286e-05       7.593461347584e-01       1.014080000000e+00       9.724000000000e-01 
       4.370658244323e+13       3.636625722298e-25       9.746145224199e-09       4.484327119135e+21       1.302590431662e+04       2.980307218836e-10       5.693177609120e+17       5.627155756909e-09       1.004075725484e+43       2.078093696885e+32       1.320028448808e+33       4.101823065655e-08       8.219515903125e+42       2.010918971141e+43       3.826635666290e+31       1.848916551874e+42       2.010918971141e+43       6.703063236613e+42      -2.498023060376e+51       1.436465612228e-05       7.531983815854e-01       1.014080000000e+00       9.724000000000e-01 
