# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(*)rho_adm            16:(*)rho_adr            17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f             22:rel. alpha            23:rel. m_e           
       2.671830703794e+12       9.731380085655e-23       1.594362402102e-07       1.675797200719e+19       1.302590431647e+04       4.875273084469e-09       3.480301109744e+16       9.205064775882e-08       1.402215673360e+38       4.747351484120e+28       3.015570965313e+29       4.101823065655e-08       1.147874979374e+38       2.808296257939e+38       8.741850541569e+27       2.582056016266e+37       2.808296257939e+38       9.360987514536e+37      -2.132587603131e+45       4.460211006709e-05       2.425767710790e-01       1.014080000000e+00       9.724000000000e-01 
       2.643265049609e+12       9.942849847963e-23       1.611588231754e-07       1.640155464221e+19       1.302590431647e+04       4.927959955583e-09       3.443091761928e+16       9.304543523620e-08       1.343203844598e+38       4.596705907796e+28       2.919879203805e+29       4.101823065655e-08       1.099567002926e+38       2.690109946814e+38       8.464449317460e+27       2.473390958257e+37       2.690109946814e+38       8.967033144498e+37      -2.020997454895e+45       4.471840796758e-05       2.419459085452e-01       1.014080000000e+00       9.724000000000e-01 
       2.615004802723e+12       1.015891499535e-22       1.629014150240e-07       1.605271774926e+19       1.302590431647e+04       4.981216211495e-09       3.406280234738e+16       9.405097333966e-08       1.286675511064e+38       4.450840700009e+28       2.827223986064e+29       4.101823065655e-08       1.053292053271e+38       2.576897471373e+38       8.195850742032e+27       2.369299036833e+37       2.576897471373e+38       8.589658226728e+37      -1.915246392081e+45       4.483470586808e-05       2.413183188319e-01       1.014080000000e+00       9.724000000000e-01 
       2.587046697900e+12       1.037967539401e-22       1.646621967666e-07       1.571130010286e+19       1.302590431646e+04       5.035048005525e-09       3.369862274908e+16       9.506737825154e-08       1.232526155601e+38       4.309604167467e+28       2.737508954809e+29       4.101823065655e-08       1.008964571083e+38       2.468449509223e+38       7.935775484781e+27       2.269587792903e+37       2.468449509223e+38       8.228165019916e+37      -1.815028877693e+45       4.495100376859e-05       2.406939765388e-01       1.014080000000e+00       9.724000000000e-01 
       2.559387504812e+12       1.060523306813e-22       1.664411684033e-07       1.537714390660e+19       1.302590431646e+04       5.089461557488e-09       3.333833674645e+16       9.609476740795e-08       1.180655659627e+38       4.172849430493e+28       2.650640810420e+29       4.101823065655e-08       9.665025977740e+37       2.364565547242e+38       7.683953079072e+27       2.174072866960e+37       2.364565547242e+38       7.881885146991e+37      -1.720055362319e+45       4.506730166912e-05       2.400728565227e-01       1.014080000000e+00       9.724000000000e-01 
       2.532024027671e+12       1.083569227421e-22       1.682401489234e-07       1.505009472011e+19       1.302590431646e+04       5.144463154418e-09       3.298190271144e+16       9.713325951640e-08       1.130968118019e+38       4.040434270277e+28       2.566529213913e+29       4.101823065655e-08       9.258276239579e+37       2.265053510844e+38       7.440121640866e+27       2.082577658213e+37       2.265053510844e+38       7.550178359329e+37      -1.630051447558e+45       4.518359956965e-05       2.394549339057e-01       1.014080000000e+00       9.724000000000e-01 
       2.504953104854e+12       1.107115951669e-22       1.700573193375e-07       1.473000138779e+19       1.302590431646e+04       5.200059151292e-09       3.262927946106e+16       9.818297456465e-08       1.083371661793e+38       3.912220980977e+28       2.485086692988e+29       4.101823065655e-08       8.868644442941e+37       2.169729408842e+38       7.204027596376e+27       1.994932998062e+37       2.169729408842e+38       7.232431352979e+37      -1.544757093227e+45       4.529989747020e-05       2.388401840581e-01       1.014080000000e+00       9.724000000000e-01 
       2.478171608541e+12       1.131174363375e-22       1.718963176245e-07       1.441671596885e+19       1.302590431646e+04       5.256255971765e-09       3.228042625263e+16       9.924403383999e-08       1.037778288244e+38       3.788076226506e+28       2.406228551068e+29       4.101823065655e-08       8.495410184356e+37       2.078416993266e+38       6.975425418353e+27       1.910976837315e+37       2.078416993266e+38       6.928056634705e+37      -1.463925866051e+45       4.541619537076e-05       2.382285826101e-01       1.014080000000e+00       9.724000000000e-01 
       2.451676444352e+12       1.155755581019e-22       1.737535058055e-07       1.411009366903e+19       1.302590431646e+04       5.313060108913e-09       3.193530277906e+16       1.003165599378e-07       9.941036982345e+37       3.667870901872e+28       2.329872779212e+29       4.101823065655e-08       8.137883378323e+37       1.990947433488e+38       6.754077370760e+27       1.830553946575e+37       1.990947433488e+38       6.636491435748e+37      -1.387324227667e+45       4.553249327133e-05       2.376201054338e-01       1.014080000000e+00       9.724000000000e-01 
       2.425464550993e+12       1.180870966026e-22       1.756307028700e-07       1.380999277360e+19       1.302590431645e+04       5.370478125981e-09       3.159386916420e+16       1.014006767802e-07       9.522671403306e+37       3.551479998915e+28       2.255939970833e+29       4.101823065655e-08       7.795402981381e+37       1.907159004068e+38       6.539753261527e+27       1.753515629226e+37       1.907159004068e+38       6.357196671304e+37      -1.314730859879e+45       4.564879117191e-05       2.370147286522e-01       1.014080000000e+00       9.724000000000e-01 
       2.399532899895e+12       1.206532126103e-22       1.775297278073e-07       1.351627458189e+19       1.302590431645e+04       5.428516657143e-09       3.125608595823e+16       1.024965096277e-07       9.121912614990e+37       3.438782476301e+28       2.184353239116e+29       4.101823065655e-08       7.467335769887e+37       1.826896785730e+38       6.332230203166e+27       1.679719446506e+37       1.826896785730e+38       6.089655943794e+37      -1.245936025226e+45       4.576508907250e-05       2.364124286288e-01       1.014080000000e+00       9.724000000000e-01 
       2.373878494874e+12       1.232750921116e-22       1.794469426386e-07       1.322880334321e+19       1.302590431645e+04       5.487182408271e-09       3.092191413312e+16       1.036041850944e-07       8.738019640857e+37       3.329661133648e+28       2.115038137064e+29       4.101823065655e-08       7.153075169227e+37       1.750012378932e+38       6.131292380981e+27       1.609028954145e+37       1.750012378932e+38       5.833374588076e+37      -1.180740961004e+45       4.588138697311e-05       2.358131819663e-01       1.014080000000e+00       9.724000000000e-01 
       2.348498371775e+12       1.259539469371e-22       1.813878043322e-07       1.294744619407e+19       1.302590431645e+04       5.546482157702e-09       3.059131507809e+16       1.047238311638e-07       8.370282688142e+37       3.224002489640e+28       2.047922580070e+29       4.101823065655e-08       6.852040132299e+37       1.676363629483e+38       5.936730828622e+27       1.541313450089e+37       1.676363629483e+38       5.587878756843e+37      -1.118957305002e+45       4.599768487373e-05       2.352169655067e-01       1.014080000000e+00       9.724000000000e-01 
       2.323389598136e+12       1.286910151266e-22       1.833468559198e-07       1.267207309680e+19       1.302590431645e+04       5.606422757031e-09       3.026425059516e+16       1.058555772004e-07       8.018021835500e+37       3.121696664014e+28       1.982936770956e+29       4.101823065655e-08       6.563674065193e+37       1.605814365706e+38       5.748343210780e+27       1.476447732843e+37       1.605814365706e+38       5.352714544512e+37      -1.060406551285e+45       4.611398277436e-05       2.346237563213e-01       1.014080000000e+00       9.724000000000e-01 
       2.298549272848e+12       1.314875617911e-22       1.853295543697e-07       1.240255677944e+19       1.302590431644e+04       5.667011131895e-09       2.994068289476e+16       1.069995539696e-07       7.680585775870e+37       3.022637263287e+28       1.920013127390e+29       4.101823065655e-08       6.287443798090e+37       1.538234146672e+38       5.565933612757e+27       1.414311869978e+37       1.538234146672e+38       5.127447147979e+37      -1.004919534446e+45       4.623028067500e-05       2.340335317176e-01       1.014080000000e+00       9.724000000000e-01 
       2.273974525817e+12       1.343448793321e-22       1.873322617030e-07       1.213877267691e+19       1.302590431644e+04       5.728254282777e-09       2.962057459133e+16       1.081558936468e-07       7.357350612255e+37       2.926721270113e+28       1.859086211594e+29       4.101823065655e-08       6.022838599463e+37       1.473498021016e+38       5.389312336730e+27       1.354790976386e+37       1.473498021016e+38       4.911660062701e+37      -9.523359408588e+44       4.634657857565e-05       2.334462692245e-01       1.014080000000e+00       9.724000000000e-01 
       2.249662517636e+12       1.372642884622e-22       1.893567969091e-07       1.188059887344e+19       1.302590431644e+04       5.790159285814e-09       2.930388869902e+16       1.093247298390e-07       7.047718704179e+37       2.833848936150e+28       1.800092662303e+29       4.101823065655e-08       5.769369231770e+37       1.411486295917e+38       5.218295704473e+27       1.297775001863e+37       1.411486295917e+38       4.704954312604e+37      -9.025038454963e+44       4.646287647632e-05       2.328619466029e-01       1.014080000000e+00       9.724000000000e-01 
       2.225610439253e+12       1.402471383666e-22       1.914031599881e-07       1.162791604626e+19       1.302590431644e+04       5.852733293614e-09       2.899058862739e+16       1.105061975942e-07       6.751117562687e+37       2.743923678324e+28       1.742971128864e+29       4.101823065655e-08       5.526567046885e+37       1.352084315789e+38       5.052705866338e+27       1.243158527638e+37       1.352084315789e+38       4.506947712403e+37      -8.552792729854e+44       4.657917437700e-05       2.322805418290e-01       1.014080000000e+00       9.724000000000e-01 
       2.201815511652e+12       1.432948077374e-22       1.934713509399e-07       1.138060741038e+19       1.302590431644e+04       5.915983536084e-09       2.868063817724e+16       1.117004334220e-07       6.466998791849e+37       2.656851978389e+28       1.687662207436e+29       4.101823065655e-08       5.293983119596e+37       1.295182250292e+38       4.892370616299e+27       1.190840571455e+37       1.295182250292e+38       4.317274160967e+37      -8.105257816340e+44       4.669547227770e-05       2.317020331038e-01       1.014080000000e+00       9.724000000000e-01 
       2.178274985527e+12       1.464087051061e-22       1.955613697646e-07       1.113855866468e+19       1.302590431643e+04       5.979917321263e-09       2.837400153637e+16       1.129075753061e-07       6.194837074816e+37       2.572543285673e+28       1.634108379217e+29       4.101823065655e-08       5.071187417580e+37       1.240674891265e+38       4.737123212869e+27       1.140724400868e+37       1.240674891265e+38       4.135582964421e+37      -7.681140692213e+44       4.681177017841e-05       2.311263988416e-01       1.014080000000e+00       9.724000000000e-01 
       2.154986140965e+12       1.495902696498e-22       1.976750354515e-07       1.090165793904e+19       1.302590431643e+04       6.044542036169e-09       2.807064327546e+16       1.141277627215e-07       5.934129202542e+37       2.490909922906e+28       1.582253950619e+29       4.101823065655e-08       4.857768006291e+37       1.188461458199e+38       4.586802205692e+27       1.092717354386e+37       1.188461458199e+38       3.961538187740e+37      -7.279215994170e+44       4.692806807913e-05       2.305536176715e-01       1.014080000000e+00       9.724000000000e-01 
       2.131946287134e+12       1.528409718674e-22       1.998105290113e-07       1.066979574267e+19       1.302590431643e+04       6.109865147650e-09       2.777052834399e+16       1.153611366514e-07       5.684393143384e+37       2.411866995041e+28       1.532044995357e+29       4.101823065655e-08       4.653330287328e+37       1.138445411904e+38       4.441251267643e+27       1.046730670149e+37       1.138445411904e+38       3.794818033620e+37      -6.898322477481e+44       4.704436597986e-05       2.299836684356e-01       1.014080000000e+00       9.724000000000e-01 
       2.109152761971e+12       1.561623140937e-22       2.019714884227e-07       1.044286491348e+19       1.302590431643e+04       6.175894203249e-09       2.747362206617e+16       1.166078396009e-07       5.445167151856e+37       2.335332300971e+28       1.483429298362e+29       4.101823065655e-08       4.457496268847e+37       1.090534276012e+38       4.300319032259e+27       1.002679321814e+37       1.090534276012e+38       3.635114247506e+37      -6.537359660908e+44       4.716066388061e-05       2.294165301812e-01       1.014080000000e+00       9.724000000000e-01 
       2.086602931872e+12       1.595558314884e-22       2.041542757070e-07       1.022076056855e+19       1.302590431643e+04       6.242636832073e-09       2.717989013696e+16       1.178680156173e-07       5.216008914893e+37       2.261226248035e+28       1.436356301485e+29       4.101823065655e-08       4.269903866677e+37       1.044639465996e+38       4.163858936318e+27       9.604818613474e+36       1.044639465996e+38       3.482131547639e+37      -6.195284647185e+44       4.727696178137e-05       2.288521821665e-01       1.014080000000e+00       9.724000000000e-01 
       2.064294191394e+12       1.630230923459e-22       2.063588908641e-07       1.000338005567e+19       1.302590431642e+04       6.310100745679e-09       2.688929861806e+16       1.191418103022e-07       4.996494734045e+37       2.189471769254e+28       1.390777050914e+29       4.101823065655e-08       4.090206234850e+37       1.000676125383e+38       4.031729067424e+27       9.200602684298e+36       1.000676125383e+38       3.335587079108e+37      -5.871109109870e+44       4.739325968215e-05       2.282906038476e-01       1.014080000000e+00       9.724000000000e-01 
       2.042223962946e+12       1.665656993028e-22       2.085889718728e-07       9.790622905912e+18       1.302590431642e+04       6.378293738962e-09       2.660181393405e+16       1.204293708334e-07       4.786218742085e+37       2.119994243179e+28       1.346644146267e+29       4.101823065655e-08       3.918071124310e+37       9.585629688577e+37       3.903792016423e+27       8.813398062047e+36       9.585629688577e+37       3.195209890867e+37      -5.563896437859e+44       4.750955758294e-05       2.277317748883e-01       1.014080000000e+00       9.724000000000e-01 
       2.020389696497e+12       1.701852895440e-22       2.108445187332e-07       9.582390787143e+18       1.302590431642e+04       6.447223691053e-09       2.631740286845e+16       1.217308459763e-07       4.584792152585e+37       2.052721416292e+28       1.303911691298e+29       4.101823065655e-08       3.753180268603e+37       9.182221319752e+37       3.779914734505e+27       8.442488830939e+36       9.182221319752e+37       3.060740434761e+37      -5.272759029327e+44       4.762585548375e-05       2.271756751441e-01       1.014080000000e+00       9.724000000000e-01 
       1.998788869278e+12       1.738835360945e-22       2.131218934665e-07       9.378587458626e+18       1.302590431642e+04       6.516898566237e-09       2.603603255995e+16       1.230463861070e-07       4.391842541081e+37       1.987583327860e+28       1.262535246165e+29       4.101823065655e-08       3.595228795421e+37       8.795790271911e+37       3.659968394838e+27       8.087189204294e+36       8.795790271911e+37       2.931930085644e+37      -4.996855727251e+44       4.774215338457e-05       2.266222846732e-01       1.014080000000e+00       9.724000000000e-01 
       1.977418985495e+12       1.776621481258e-22       2.154265530407e-07       9.179118726522e+18       1.302590431641e+04       6.587326414866e-09       2.575767049853e+16       1.243761432243e-07       4.207013156479e+37       1.924512237186e+28       1.222471781216e+29       4.101823065655e-08       3.443924662920e+37       8.425622059559e+37       3.543828258594e+27       7.746842256559e+36       8.425622059559e+37       2.808540681685e+37      -4.735389389140e+44       4.785845128540e-05       2.260715837228e-01       1.014080000000e+00       9.724000000000e-01 
       1.956277576034e+12       1.815228720618e-22       2.177530404879e-07       8.983892400353e+18       1.302590431641e+04       6.658515374291e-09       2.548228452178e+16       1.257202709706e-07       4.029962261451e+37       1.863442553156e+28       1.183679632238e+29       4.101823065655e-08       3.298988119747e+37       8.071032266111e+37       3.431373545225e+27       7.420818708699e+36       8.071032266111e+37       2.690344084023e+37      -4.487604583916e+44       4.797474918625e-05       2.255235527339e-01       1.014080000000e+00       9.724000000000e-01 
       1.935362198182e+12       1.854674922798e-22       2.201068127761e-07       8.792818250397e+18       1.302590431641e+04       6.730473669806e-09       2.520984281113e+16       1.270789246493e-07       3.860362500579e+37       1.804310766032e+28       1.146118457133e+29       4.101823065655e-08       3.160151187804e+37       7.731365278451e+37       3.322487306860e+27       7.108515764698e+36       7.731365278451e+37       2.577121754951e+37      -4.252785409321e+44       4.809104708712e-05       2.249781723371e-01       1.014080000000e+00       9.724000000000e-01 
       1.914670435340e+12       1.894978318336e-22       2.224860509159e-07       8.605807965986e+18       1.302590431641e+04       6.803209615594e-09       2.494031388821e+16       1.284522612405e-07       3.697900295104e+37       1.747055381398e+28       1.109749193958e+29       4.101823065655e-08       3.027157166769e+37       7.405993074743e+37       3.217056306682e+27       6.809355997030e+36       7.405993074743e+37       2.468664353859e+37      -4.030253423520e+44       4.820734498800e-05       2.244354233475e-01       1.014080000000e+00       9.724000000000e-01 
       1.894199896748e+12       1.936157535737e-22       2.248907549074e-07       8.422775114690e+18       1.302590431640e+04       6.876731615687e-09       2.467366661119e+16       1.298404394232e-07       3.542275263134e+37       1.691616856216e+28       1.074534020306e+29       4.101823065655e-08       2.899760159478e+37       7.094314063265e+37       3.114970901165e+27       6.522786279038e+36       7.094314063265e+37       2.364771350172e+37      -3.819365684946e+44       4.832364288889e-05       2.238952867688e-01       1.014080000000e+00       9.724000000000e-01 
       1.873948217204e+12       1.978231605849e-22       2.273209247505e-07       8.243635102370e+18       1.302590431640e+04       6.951048164942e-09       2.440987017121e+16       1.312436195883e-07       3.393199664260e+37       1.637937536899e+28       1.040436313973e+29       4.101823065655e-08       2.777724617276e+37       6.795751970102e+37       3.016124926056e+27       6.248276762231e+36       6.795751970102e+37       2.265250652586e+37      -3.619512894701e+44       4.843994078980e-05       2.233577437821e-01       1.014080000000e+00       9.724000000000e-01 
       1.853913056796e+12       2.021219976066e-22       2.297765604453e-07       8.068305134077e+18       1.302590431640e+04       7.026167850019e-09       2.414889408877e+16       1.326619638632e-07       3.250397867540e+37       1.585961599358e+28       1.007420614868e+29       4.101823065655e-08       2.660824904501e+37       6.509754773657e+37       2.920415585960e+27       5.985319896637e+36       6.509754773657e+37       2.169918253901e+37      -3.430117636168e+44       4.855623869073e-05       2.228227757546e-01       1.014080000000e+00       9.724000000000e-01 
       1.834092100628e+12       2.065142513007e-22       2.322612999706e-07       7.896704175790e+18       1.302590431640e+04       7.102099350371e-09       2.389070821025e+16       1.340956361241e-07       3.113605841881e+37       1.535634990940e+28       9.754525881405e+28       4.101823065655e-08       2.548844881303e+37       6.235793683994e+37       2.827743347445e+27       5.733429492372e+36       6.235793683994e+37       2.078597890807e+37      -3.250632706732e+44       4.867253659167e-05       2.222903642252e-01       1.014080000000e+00       9.724000000000e-01 
       1.814483058552e+12       2.110019518635e-22       2.347696863580e-07       7.728752916964e+18       1.302590431639e+04       7.178851439253e-09       2.363528270443e+16       1.355448020217e-07       2.982570667859e+37       1.486905374225e+28       9.444989884738e+28       4.101823065655e-08       2.441577504012e+37       5.973362165148e+37       2.738011835528e+27       5.492139820709e+36       5.973362165148e+37       1.991120717981e+37      -3.080539536796e+44       4.878883449263e-05       2.217604909156e-01       1.014080000000e+00       9.724000000000e-01 
       1.795083664907e+12       2.155871732727e-22       2.373071765760e-07       7.564373733869e+18       1.302590431639e+04       7.256432984731e-09       2.338258805901e+16       1.370096289937e-07       2.857050070088e+37       1.439722072591e+28       9.145276255083e+28       4.101823065655e-08       2.338824442329e+37       5.721974998565e+37       2.651127733450e+27       5.261004752975e+36       5.721974998565e+37       1.907324995905e+37      -2.919346691526e+44       4.890513239361e-05       2.212331377152e-01       1.014080000000e+00       9.724000000000e-01 
       1.775891678255e+12       2.202720347953e-22       2.398719516350e-07       7.403490653721e+18       1.302590431639e+04       7.334852950707e-09       2.313259507723e+16       1.384902862892e-07       2.736811969271e+37       1.394036017514e+28       8.855073303670e+28       4.101823065655e-08       2.240395712628e+37       5.481167385973e+37       2.567000685632e+27       5.039596935690e+36       5.481167385973e+37       1.827055791822e+37      -2.766588450992e+44       4.902143029460e-05       2.207082866892e-01       1.014080000000e+00       9.724000000000e-01 
       1.756904881120e+12       2.250587016815e-22       2.424640115350e-07       7.246029319561e+18       1.302590431639e+04       7.414120397955e-09       2.288527487448e+16       1.399869449860e-07       2.621634053095e+37       1.349799697542e+28       8.574079232412e+28       4.101823065655e-08       2.146109326685e+37       5.250494089994e+37       2.485543203707e+27       4.827507000418e+36       5.250494089994e+37       1.750164693274e+37      -2.621823464606e+44       4.913772819561e-05       2.201859200713e-01       1.014080000000e+00       9.724000000000e-01 
       1.738121079737e+12       2.299493861744e-22       2.450851752656e-07       7.091916955897e+18       1.302590431638e+04       7.494244485172e-09       2.264059887495e+16       1.414997780098e-07       2.511303365200e+37       1.306967108879e+28       8.302001820042e+28       4.101823065655e-08       2.055790955197e+37       5.029528610934e+37       2.406670575537e+27       4.624342806870e+36       5.029528610934e+37       1.676509533695e+37      -2.484633475968e+44       4.925402609664e-05       2.196660202621e-01       1.014080000000e+00       9.724000000000e-01 
       1.719538103792e+12       2.349463487601e-22       2.477336238371e-07       6.941082335062e+18       1.302590431638e+04       7.575234470027e-09       2.239853880839e+16       1.430289601571e-07       2.405615911427e+37       1.265493707549e+28       8.038558118222e+28       4.101823065655e-08       1.969273605460e+37       4.817862398211e+37       2.330300777117e+27       4.429728717866e+36       4.817862398211e+37       1.605954129558e+37      -2.354622114433e+44       4.937032399768e-05       2.191485698309e-01       1.014080000000e+00       9.724000000000e-01 
       1.701153806179e+12       2.400518987859e-22       2.504111762391e-07       6.793455744296e+18       1.302590431638e+04       7.657099710242e-09       2.215906670675e+16       1.445746681107e-07       2.304376282652e+37       1.225336363071e+28       7.783474157284e+28       4.101823065655e-08       1.886397312604e+37       4.615104094971e+37       2.256354387272e+27       4.243304904804e+36       4.615104094971e+37       1.538368028579e+37      -2.231413749916e+44       4.948662189874e-05       2.186335515063e-01       1.014080000000e+00       9.724000000000e-01 
       1.682966062744e+12       2.452683961172e-22       2.531160134822e-07       6.648968953530e+18       1.302590431638e+04       7.739849664664e-09       2.192215490102e+16       1.461370804660e-07       2.207397293486e+37       1.186453313602e+28       7.536484661321e+28       4.101823065655e-08       1.807008843837e+37       4.420878814500e+37       2.184754505065e+27       4.064726682362e+36       4.420878814500e+37       1.473626268520e+37      -2.114652407618e+44       4.960291979982e-05       2.181209481846e-01       1.014080000000e+00       9.724000000000e-01 
       1.664972772044e+12       2.505982515097e-22       2.558517735451e-07       6.507555183843e+18       1.302590431637e+04       7.823493894361e-09       2.168777601803e+16       1.477163777449e-07       2.114499636179e+37       1.148804122509e+28       7.297332772304e+28       4.101823065655e-08       1.730961415121e+37       4.234827447077e+37       2.115426669820e+27       3.893663871196e+36       4.234827447077e+37       1.411609146140e+37      -2.004000739537e+44       4.971921770092e-05       2.176107429158e-01       1.014080000000e+00       9.724000000000e-01 
       1.647171855105e+12       2.560439285391e-22       2.586166374385e-07       6.369149076609e+18       1.302590431637e+04       7.908042063730e-09       2.145590297723e+16       1.493127424241e-07       2.025511549097e+37       1.112349636319e+28       7.065769782964e+28       4.101823065655e-08       1.658114419780e+37       4.056605996006e+37       2.048298783690e+27       3.729800187462e+36       4.056605996006e+37       1.352201995874e+37      -1.899139049801e+44       4.983551560203e-05       2.171029189148e-01       1.014080000000e+00       9.724000000000e-01 
       1.629561255178e+12       2.616079438950e-22       2.614124241518e-07       6.233686663278e+18       1.302590431637e+04       7.993503941608e-09       2.122650898763e+16       1.509263589484e-07       1.940268499142e+37       1.077051943996e+28       6.841554878152e+28       4.101823065655e-08       1.588333168531e+37       3.885884941593e+37       1.983301036676e+27       3.572832658028e+36       3.885884941593e+37       1.295294977825e+37      -1.799764371003e+44       4.995181350316e-05       2.165974595463e-01       1.014080000000e+00       9.724000000000e-01 
       1.612138937506e+12       2.672928692755e-22       2.642373146955e-07       6.101105335820e+18       1.302590431637e+04       8.079889402404e-09       2.099956754465e+16       1.525574137590e-07       1.858612877543e+37       1.042874337519e+28       6.624454884394e+28       4.101823065655e-08       1.521488640446e+37       3.722348631877e+37       1.920365834028e+27       3.422471060295e+36       3.722348631877e+37       1.240782874673e+37      -1.705589588856e+44       5.006811140432e-05       2.160943483346e-01       1.014080000000e+00       9.724000000000e-01 
       1.594902889083e+12       2.731013320956e-22       2.670931280591e-07       5.971343817786e+18       1.302590431636e+04       8.167208427241e-09       2.077505242710e+16       1.542060953102e-07       1.780393708445e+37       1.009781273705e+28       6.414244027408e+28       4.101823065655e-08       1.457457244406e+37       3.565694699021e+37       1.859427725951e+27       3.278437385596e+36       3.565694699021e+37       1.188564897137e+37      -1.616342612669e+44       5.018440930549e-05       2.155935689542e-01       1.014080000000e+00       9.724000000000e-01 
       1.577851118429e+12       2.790360168768e-22       2.699798642425e-07       5.844342135985e+18       1.302590431636e+04       8.255471105106e-09       2.055293769413e+16       1.558725940933e-07       1.705466369771e+37       9.777383372496e+27       6.210703697306e+28       4.101823065655e-08       1.396120590588e+37       3.415633500244e+37       1.800423339538e+27       3.140465325176e+36       3.415633500244e+37       1.138544497625e+37      -1.531765589213e+44       5.030070720668e-05       2.150951052304e-01       1.014080000000e+00       9.724000000000e-01 
       1.560981655353e+12       2.850996666145e-22       2.728975232458e-07       5.720041592767e+18       1.302590431636e+04       8.344687634017e-09       2.033319768222e+16       1.575571026591e-07       1.633692325816e+37       9.467122049312e+27       6.013622221249e+28       4.101823065655e-08       1.337365271567e+37       3.271887582299e+37       1.743291312866e+27       3.008299777803e+36       3.271887582299e+37       1.090629191721e+37      -1.451614157733e+44       5.041700510788e-05       2.145989411401e-01       1.014080000000e+00       9.724000000000e-01 
       1.544292550727e+12       2.912950836494e-22       2.758461050689e-07       5.598384738898e+18       1.302590431635e+04       8.434868322203e-09       2.011580700225e+16       1.592598156373e-07       1.564938871114e+37       9.166706109600e+27       5.822794643316e+28       4.101823065655e-08       1.281082652639e+37       3.134191168472e+37       1.687972231183e+27       2.881696378108e+36       3.134191168472e+37       1.044730387188e+37      -1.375656743936e+44       5.053330300911e-05       2.141050608040e-01       1.014080000000e+00       9.724000000000e-01 
