#scalar perturbations for mode k = 1.088182900000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm             21:delta_idm             22:theta_idm          
       9.540745073759e+02       6.508272506676e-03      -1.717326587783e+00       2.304434400342e-04       2.925040200316e-02       6.674690896866e-04       9.089831714635e-05       1.445762980825e-04      -1.294849054528e+00       2.601646682474e-04       5.916877073614e-01       6.117977685305e-01      -1.715660558821e+00       2.276131362081e-04       3.175884190466e-02      -1.715660558821e+00       2.276131362081e-04       3.175884190466e-02      -1.294996938413e+00       2.602477627269e-04      -1.294995324145e+00       2.602474090157e-04 
       9.683597073877e+02       6.670589729483e-03      -1.723234553537e+00       2.326772900769e-04       3.009344243452e-02       6.672915604506e-04       9.285197622571e-05       1.450197838436e-04      -1.299714008210e+00       2.637211161438e-04       5.917571349824e-01       6.114234209157e-01      -1.721514268384e+00       2.298105839882e-04       3.258272565758e-02      -1.721514268384e+00       2.298105839882e-04       3.258272565758e-02      -1.299863066644e+00       2.638024741119e-04      -1.299861447386e+00       2.638021290076e-04 
       9.826449073995e+02       6.834820874315e-03      -1.729152381860e+00       2.348729427064e-04       3.094311869459e-02       6.670488806861e-04       9.480010393581e-05       1.454599869151e-04      -1.304605499726e+00       2.672740410022e-04       5.918225735897e-01       6.110571538016e-01      -1.727377152628e+00       2.319704091982e-04       3.341293632378e-02      -1.727377152628e+00       2.319704091982e-04       3.341293632378e-02      -1.304755708309e+00       2.673537189176e-04      -1.304754084180e+00       2.673533821057e-04 
       9.969301074113e+02       7.000965940743e-03      -1.735080178441e+00       2.370301790121e-04       3.179923324992e-02       6.667424456816e-04       9.674239307925e-05       1.458971284802e-04      -1.309524105659e+00       2.708235010513e-04       5.918842042538e-01       6.106987583553e-01      -1.733249328263e+00       2.340924006081e-04       3.424928157645e-02      -1.733249328263e+00       2.340924006081e-04       3.424928157645e-02      -1.309675440780e+00       2.709015528589e-04      -1.309673811896e+00       2.709012240401e-04 
       1.011215307423e+03       7.169024927344e-03      -1.741018021882e+00       2.391487850169e-04       3.266158752051e-02       6.663735894792e-04       9.867854165476e-05       1.463314153299e-04      -1.314470386191e+00       2.743695529128e-04       5.919422011445e-01       6.103480314884e-01      -1.739130885058e+00       2.361763518014e-04       3.509156803544e-02      -1.739130885058e+00       2.361763518014e-04       3.509156803544e-02      -1.314622824991e+00       2.744460301856e-04      -1.314621191466e+00       2.744457090751e-04 
       1.025500507435e+03       7.338997834781e-03      -1.746965979741e+00       2.412285547627e-04       3.352998191154e-02       6.659435891058e-04       1.006082526721e-04       1.467630407416e-04      -1.319444897038e+00       2.779122546674e-04       5.919967280133e-01       6.100047718724e-01      -1.745021901882e+00       2.382220642594e-04       3.593960130235e-02      -1.745021901882e+00       2.382220642594e-04       3.593960130235e-02      -1.319598417380e+00       2.779872067390e-04      -1.319596779321e+00       2.779868930655e-04 
       1.039785707447e+03       7.510884664394e-03      -1.752924099802e+00       2.432692887647e-04       3.440421585179e-02       6.654536684602e-04       1.025312339804e-04       1.471921852889e-04      -1.324448182813e+00       2.814516642878e-04       5.920479404345e-01       6.096687821534e-01      -1.750922437969e+00       2.402293458137e-04       3.679318600169e-02      -1.750922437969e+00       2.402293458137e-04       3.679318600169e-02      -1.324602763249e+00       2.815251383762e-04      -1.324601120761e+00       2.815248318811e-04 
       1.054070907459e+03       7.684685417343e-03      -1.758892405313e+00       2.452707931083e-04       3.528408783185e-02       6.649050018850e-04       1.044471981101e-04       1.476190175862e-04      -1.329480773357e+00       2.849878387168e-04       5.920959871786e-01       6.093398701768e-01      -1.756832528158e+00       2.421980097425e-04       3.765212582161e-02      -1.756832528158e+00       2.421980097425e-04       3.765212582161e-02      -1.329636393098e+00       2.850598800393e-04      -1.329634746281e+00       2.850595804761e-04 
       1.070301088375e+03       7.884472308338e-03      -1.765685675594e+00       2.474969657851e-04       3.629034246127e-02       6.642117733880e-04       1.066151535135e-04       1.481013578414e-04      -1.335234784011e+00       2.890016210852e-04       5.921469139973e-01       6.089745272518e-01      -1.763558905631e+00       2.443876223258e-04       3.863426157942e-02      -1.763558905631e+00       2.443876223258e-04       3.863426157942e-02      -1.335391560138e+00       2.890720870402e-04      -1.335389908522e+00       2.890717950676e-04 
       1.086531269291e+03       8.086729775069e-03      -1.772492030352e+00       2.496719842242e-04       3.730331538478e-02       6.634457547804e-04       1.087732776683e-04       1.485811302688e-04      -1.341028003222e+00       2.930113753463e-04       5.921941416208e-01       6.086178186831e-01      -1.770297585150e+00       2.465268899954e-04       3.962276477980e-02      -1.770297585150e+00       2.465268899954e-04       3.962276477980e-02      -1.341185910602e+00       2.930803192433e-04      -1.341184254306e+00       2.930800345733e-04 
       1.102761450207e+03       8.291457822215e-03      -1.779311410386e+00       2.517955941733e-04       3.832270698093e-02       6.626084662384e-04       1.109211695978e-04       1.490585324096e-04      -1.346861154201e+00       2.970171839372e-04       5.922378542098e-01       6.082694818314e-01      -1.777048525137e+00       2.486155684509e-04       4.061734345322e-02      -1.777048525137e+00       2.486155684509e-04       4.061734345322e-02      -1.347020168546e+00       2.970846566221e-04      -1.347018507688e+00       2.970843789811e-04 
       1.118991631123e+03       8.498656451573e-03      -1.786143704877e+00       2.538675482715e-04       3.934821631266e-02       6.617013659222e-04       1.130584352059e-04       1.495337461989e-04      -1.352734926822e+00       3.010191250464e-04       5.922782293749e-01       6.079292655990e-01      -1.783811632608e+00       2.506534200678e-04       4.161770433079e-02      -1.783811632608e+00       2.506534200678e-04       4.161770433079e-02      -1.352895024652e+00       3.010851750463e-04      -1.352893359343e+00       3.010849041741e-04 
       1.135221812040e+03       8.708325660232e-03      -1.792988745968e+00       2.558876046017e-04       4.037954119035e-02       6.607258543719e-04       1.151846870791e-04       1.500069388974e-04      -1.358649973371e+00       3.050172711309e-04       5.923154401160e-01       6.075969318329e-01      -1.790586757749e+00       2.526402124469e-04       4.262355290969e-02      -1.790586757749e+00       2.526402124469e-04       4.262355290969e-02      -1.358811131975e+00       3.050819447878e-04      -1.358809462322e+00       3.050816804374e-04 
       1.151451992956e+03       8.920465450389e-03      -1.799846352664e+00       2.578555356697e-04       4.141637823572e-02       6.596832785739e-04       1.172995443044e-04       1.504782639567e-04      -1.364606941295e+00       3.090116978595e-04       5.923496452417e-01       6.072722443951e-01      -1.797373737812e+00       2.545757273912e-04       4.363459351909e-02      -1.797373737812e+00       2.545757273912e-04       4.363459351909e-02      -1.364769138695e+00       3.090750394555e-04      -1.364767464804e+00       3.090747813917e-04 
       1.167682173872e+03       9.135075825845e-03      -1.806716314713e+00       2.597711250597e-04       4.245842295681e-02       6.585749356924e-04       1.194026323015e-04       1.509478618170e-04      -1.370606460925e+00       3.130024807356e-04       5.923809937852e-01       6.069549732550e-01      -1.804172380990e+00       2.564597575595e-04       4.465052939696e-02      -1.804172380990e+00       2.564597575595e-04       4.465052939696e-02      -1.370769675848e+00       3.130645326089e-04      -1.370767997817e+00       3.130642806078e-04 
       1.185738213731e+03       9.376732509080e-03      -1.814373332470e+00       2.618404530237e-04       4.362344225576e-02       6.572661487899e-04       1.217280343380e-04       1.514684146301e-04      -1.377331642451e+00       3.174380221241e-04       5.924126884279e-01       6.066104580794e-01      -1.811749265964e+00       2.584949936650e-04       4.578614501833e-02      -1.811749265964e+00       2.584949936650e-04       4.578614501833e-02      -1.377495965187e+00       3.174986867000e-04      -1.377494282665e+00       3.174984411935e-04 
       1.203794253589e+03       9.621446912386e-03      -1.822044900859e+00       2.638444632188e-04       4.479410656591e-02       6.558791714907e-04       1.240379158999e-04       1.519871477370e-04      -1.384111011452e+00       3.218692336902e-04       5.924412177170e-01       6.062745634404e-01      -1.819339893837e+00       2.604659953496e-04       4.692703930908e-02      -1.819339893837e+00       2.604659953496e-04       4.692703930908e-02      -1.384276417387e+00       3.219285587181e-04      -1.384274730489e+00       3.219283194559e-04 
       1.221850293448e+03       9.869219045278e-03      -1.829730600485e+00       2.657829039673e-04       4.596999240590e-02       6.544156019236e-04       1.263317875460e-04       1.525042040865e-04      -1.390945357791e+00       3.262962163454e-04       5.924667506528e-01       6.059470002952e-01      -1.826943871431e+00       2.623725224391e-04       4.807279954011e-02      -1.826943871431e+00       2.623725224391e-04       4.807279954011e-02      -1.391111823151e+00       3.263542473367e-04      -1.391110131988e+00       3.263540140812e-04 
       1.239906333306e+03       1.012004890358e-02      -1.837429911916e+00       2.676555271741e-04       4.715067503847e-02       6.528769814217e-04       1.286091686683e-04       1.530197109209e-04      -1.397835402514e+00       3.307190571626e-04       5.924894583643e-01       6.056275031010e-01      -1.834560705809e+00       2.642143379877e-04       4.922301176722e-02      -1.834560705809e+00       2.642143379877e-04       4.922301176722e-02      -1.398002904330e+00       3.307758375236e-04      -1.398001209008e+00       3.307756100495e-04 
       1.257962373165e+03       1.037393648955e-02      -1.845142294278e+00       2.694621054117e-04       4.833572858723e-02       6.512647985707e-04       1.308695873107e-04       1.535337806681e-04      -1.404781856480e+00       3.351378464163e-04       5.925094966636e-01       6.053158102546e-01      -1.842189882855e+00       2.659912253593e-04       5.037726094867e-02      -1.842189882855e+00       2.659912253593e-04       5.037726094867e-02      -1.404950372546e+00       3.351934175716e-04      -1.404948673167e+00       3.351931956646e-04 
       1.276018413023e+03       1.063088181044e-02      -1.852867178921e+00       2.712024304517e-04       4.952472616768e-02       6.495804930388e-04       1.331125800030e-04       1.540465117885e-04      -1.411785415291e+00       3.395526760729e-04       5.925270085101e-01       6.050116657776e-01      -1.849830860931e+00       2.677029867566e-04       5.153513107638e-02      -1.849830860931e+00       2.677029867566e-04       5.153513107638e-02      -1.411954924135e+00       3.396070775802e-04      -1.411953220798e+00       3.396068610366e-04 
       1.294074452882e+03       1.089088486476e-02      -1.860603923563e+00       2.728763022971e-04       5.071724000838e-02       6.478254591507e-04       1.353376916108e-04       1.545579895710e-04      -1.418846724592e+00       3.439636287840e-04       5.925421357876e-01       6.047148308726e-01      -1.857483025014e+00       2.693494322495e-04       5.269620529736e-02      -1.857483025014e+00       2.693494322495e-04       5.269620529736e-02      -1.419017205437e+00       3.440168984402e-04      -1.419015498237e+00       3.440166870662e-04 
       1.312859239806e+03       1.116462705927e-02      -1.868664785001e+00       2.745470048880e-04       5.196115509285e-02       6.459259777642e-04       1.376331505484e-04       1.550888587379e-04      -1.426254996045e+00       3.485485821624e-04       5.925554851066e-01       6.044135248946e-01      -1.865455206432e+00       2.709928190508e-04       5.390709231944e-02      -1.865455206432e+00       2.709928190508e-04       5.390709231944e-02      -1.426426466790e+00       3.486007126157e-04      -1.426424755668e+00       3.486005064243e-04 
       1.331644026729e+03       1.144167879717e-02      -1.876736964677e+00       2.761454004778e-04       5.320792886544e-02       6.439528846022e-04       1.399082782332e-04       1.556185186294e-04      -1.433727140786e+00       3.531295229233e-04       5.925665324563e-01       6.041196243361e-01      -1.873438037584e+00       2.725651507909e-04       5.512052440769e-02      -1.873438037584e+00       2.725651507909e-04       5.512052440769e-02      -1.433899580384e+00       3.531805515213e-04      -1.433897865436e+00       3.531803503227e-04 
       1.350428813653e+03       1.172204008305e-02      -1.884819624391e+00       2.776713220497e-04       5.445707743762e-02       6.419076147330e-04       1.421625900006e-04       1.561470247059e-04      -1.441263815510e+00       3.577065416286e-04       5.925754074056e-01       6.038328854530e-01      -1.881430711752e+00       2.740662705153e-04       5.633603010958e-02      -1.881430711752e+00       2.740662705153e-04       5.633603010958e-02      -1.441437203601e+00       3.577565040551e-04      -1.441435484919e+00       3.577563076687e-04 
       1.369213600577e+03       1.200571091604e-02      -1.892911866879e+00       2.791246166935e-04       5.570811647230e-02       6.397915636386e-04       1.443956103865e-04       1.566744200843e-04      -1.448865637261e+00       3.622797222542e-04       5.925822360075e-01       6.035530782729e-01      -1.889432363403e+00       2.754960349366e-04       5.755313757005e-02      -1.889432363403e+00       2.754960349366e-04       5.755313757005e-02      -1.449039954140e+00       3.623286526228e-04      -1.449038231813e+00       3.623284608766e-04 
       1.387998387501e+03       1.229269129946e-02      -1.901012768041e+00       2.805051530607e-04       5.696056132842e-02       6.376060901202e-04       1.466068730158e-04       1.572007362154e-04      -1.456533207212e+00       3.668491496214e-04       5.925871340934e-01       6.032799786433e-01      -1.897442100401e+00       2.768543218870e-04       5.877137467464e-02      -1.897442100401e+00       2.768543218870e-04       5.877137467464e-02      -1.456708433800e+00       3.668970805632e-04      -1.456706707913e+00       3.668968932935e-04 
       1.406783174425e+03       1.258298123867e-02      -1.909121371237e+00       2.818128196766e-04       5.821392721827e-02       6.353525189247e-04       1.487959205017e-04       1.577259935046e-04      -1.464267105994e+00       3.714149076912e-04       5.925902095329e-01       6.030133697797e-01      -1.905458998298e+00       2.781410286269e-04       5.999026920521e-02      -1.905458998298e+00       2.781410286269e-04       5.999026920521e-02      -1.464443223813e+00       3.714618704363e-04      -1.464441494450e+00       3.714616874868e-04 
       1.425567961348e+03       1.287658073911e-02      -1.917236682839e+00       2.830475234421e-04       5.946772937005e-02       6.330321430460e-04       1.509623043554e-04       1.582502018681e-04      -1.472067889976e+00       3.759770780528e-04       5.925915641690e-01       6.027530435035e-01      -1.913482095869e+00       2.793560703445e-04       6.120934900043e-02      -1.913482095869e+00       2.793560703445e-04       6.120934900043e-02      -1.472244881122e+00       3.760231025061e-04      -1.472243148361e+00       3.760229237281e-04 
       1.445941224422e+03       1.319874874693e-02      -1.926044624159e+00       2.843040704450e-04       6.082748526177e-02       6.304415024773e-04       1.532857514269e-04       1.588175522522e-04      -1.480604547865e+00       3.809210696726e-04       5.925912004713e-01       6.024775740270e-01      -1.922189488188e+00       2.805927688267e-04       6.253117732031e-02      -1.922189488188e+00       2.805927688267e-04       6.253117732031e-02      -1.480782466586e+00       3.809661088402e-04      -1.480780730228e+00       3.809659344260e-04 
       1.466314487495e+03       1.352480971279e-02      -1.934857869579e+00       2.854746297039e-04       6.218656649926e-02       6.277753423950e-04       1.555814735385e-04       1.593836560362e-04      -1.489221143678e+00       3.858610272431e-04       5.925890461069e-01       6.022090199070e-01      -1.930901666402e+00       2.817450247732e-04       6.385206680971e-02      -1.930901666402e+00       2.817450247732e-04       6.385206680971e-02      -1.489399970232e+00       3.859051133164e-04      -1.489398230363e+00       3.859049431070e-04 
       1.486687750568e+03       1.385476364344e-02      -1.943675020159e+00       2.865591562670e-04       6.354435594413e-02       6.250352031608e-04       1.578489334033e-04       1.599484883157e-04      -1.497918299349e+00       3.907970458802e-04       5.925852097287e-01       6.019471467627e-01      -1.939617273666e+00       2.828128019976e-04       6.517141656290e-02      -1.939617273666e+00       2.828128019976e-04       6.517141656290e-02      -1.498098014634e+00       3.908402096250e-04      -1.498096271339e+00       3.908400434692e-04 
       1.507061013642e+03       1.418861054949e-02      -1.952494645784e+00       2.875576335020e-04       6.490023736590e-02       6.222225926236e-04       1.600876056477e-04       1.605120125077e-04      -1.506696615995e+00       3.957292203207e-04       5.925797913380e-01       6.016917277890e-01      -1.948334922189e+00       2.837960919998e-04       6.648862662510e-02      -1.948334922189e+00       2.837960919998e-04       6.648862662510e-02      -1.506877201521e+00       3.957714911568e-04      -1.506875454881e+00       3.957713289105e-04 
       1.527434276715e+03       1.452635043703e-02      -1.961315266058e+00       2.884700673437e-04       6.625359568176e-02       6.193389884180e-04       1.622969767357e-04       1.610741809531e-04      -1.515556658995e+00       4.006576391934e-04       5.925728878992e-01       6.014425487198e-01      -1.957053174112e+00       2.846949082103e-04       6.780309822792e-02      -1.957053174112e+00       2.846949082103e-04       6.780309822792e-02      -1.515738096861e+00       4.006990452691e-04      -1.515736346954e+00       4.006988867951e-04 
       1.547807539788e+03       1.486798331056e-02      -1.970135361235e+00       2.892964885093e-04       6.760381717871e-02       6.163858401910e-04       1.644765449001e-04       1.616349355053e-04      -1.524498965611e+00       4.055823872683e-04       5.925645917011e-01       6.011994052590e-01      -1.965770552421e+00       2.855092882036e-04       6.911423400715e-02      -1.965770552421e+00       2.855092882036e-04       6.911423400715e-02      -1.524681238474e+00       4.056229555298e-04      -1.524679485376e+00       4.056228006971e-04 
       1.568180802861e+03       1.521350917728e-02      -1.978953385183e+00       2.900369554618e-04       6.895028973746e-02       6.133645717049e-04       1.666258200836e-04       1.621942080943e-04      -1.533524054123e+00       4.105035484616e-04       5.925549881741e-01       6.009621000064e-01      -1.974485553892e+00       2.862392966584e-04       7.042143822228e-02      -1.974485553892e+00       2.862392966584e-04       7.042143822228e-02      -1.533707145179e+00       4.105433047178e-04      -1.533705388963e+00       4.105431534017e-04 
       1.589657160817e+03       1.558195816258e-02      -1.988244873635e+00       2.907245468839e-04       7.036493447727e-02       6.101075088529e-04       1.688581413429e-04       1.627820720525e-04      -1.543127971664e+00       4.156873684489e-04       5.925435378551e-01       6.007180584363e-01      -1.983668158393e+00       2.869175829809e-04       7.179450881910e-02      -1.983668158393e+00       2.869175829809e-04       7.179450881910e-02      -1.543311907587e+00       4.157262954916e-04      -1.543310148160e+00       4.157261477534e-04 
       1.611133518772e+03       1.595473314129e-02      -1.997530435717e+00       2.913168511906e-04       7.177402278695e-02       6.067779174817e-04       1.710557225249e-04       1.633681015724e-04      -1.552824989539e+00       4.208673879259e-04       5.925308108150e-01       6.004800796180e-01      -1.992844595409e+00       2.875023528236e-04       7.316185751648e-02      -1.992844595409e+00       2.875023528236e-04       7.316185751648e-02      -1.553009752806e+00       4.209055120457e-04      -1.553007990243e+00       4.209053677594e-04 
       1.632609876727e+03       1.633183412555e-02      -2.006808163402e+00       2.918140324324e-04       7.317684514184e-02       6.033773849031e-04       1.732180314969e-04       1.639521847546e-04      -1.562615640809e+00       4.260436979638e-04       5.925168891763e-01       6.002479589855e-01      -2.002013007689e+00       2.879937751880e-04       7.452279404793e-02      -2.002013007689e+00       2.879937751880e-04       7.452279404793e-02      -1.562801214447e+00       4.260810443239e-04      -1.562799448821e+00       4.260809033692e-04 
       1.654086234683e+03       1.671326112394e-02      -2.016076110316e+00       2.922162842693e-04       7.457269517229e-02       5.999074748151e-04       1.753445503712e-04       1.645341998462e-04      -1.572500427826e+00       4.312163842664e-04       5.925018522054e-01       6.000215028451e-01      -2.011171499764e+00       2.883920478845e-04       7.587663131379e-02      -2.011171499764e+00       2.883920478845e-04       7.587663131379e-02      -1.572686795393e+00       4.312529769632e-04      -1.572685026774e+00       4.312528392252e-04 
       1.675562592638e+03       1.709901414729e-02      -2.025332307394e+00       2.925238337072e-04       7.596086995364e-02       5.963697290997e-04       1.774347754663e-04       1.651140157886e-04      -1.582479833234e+00       4.363855310238e-04       5.924857734892e-01       5.998005246798e-01      -2.020318153582e+00       2.886974012664e-04       7.722268566445e-02      -2.020318153582e+00       2.886974012664e-04       7.722268566445e-02      -1.582666978793e+00       4.364213931442e-04      -1.582665207250e+00       4.364212585137e-04 
       1.697038950593e+03       1.748909320825e-02      -2.034574763967e+00       2.927369406934e-04       7.734067030686e-02       5.927656694217e-04       1.794882172763e-04       1.656914927258e-04      -1.592554320033e+00       4.415512206399e-04       5.924687215865e-01       5.995848451109e-01      -2.029451029572e+00       2.889100978248e-04       7.856027719397e-02      -2.029451029572e+00       2.889100978248e-04       7.856027719397e-02      -1.592742228134e+00       4.415863743147e-04      -1.592740453732e+00       4.415862426870e-04 
       1.718515308549e+03       1.788349832047e-02      -2.043801468169e+00       2.928558974794e-04       7.871140110349e-02       5.890967986757e-04       1.815044004432e-04       1.662664824830e-04      -1.602724331141e+00       4.467135332384e-04       5.924507608090e-01       5.993742920354e-01      -2.038568167025e+00       2.890304315505e-04       7.988873003788e-02      -2.038568167025e+00       2.890304315505e-04       7.988873003788e-02      -1.602912986798e+00       4.467479996923e-04      -1.602911209600e+00       4.467478709675e-04 
       1.741354644889e+03       1.830768061160e-02      -2.053594173960e+00       2.928794641226e-04       8.015839904479e-02       5.851256396527e-04       1.836071418406e-04       1.668750596893e-04      -1.613645054997e+00       4.521998482788e-04       5.924307314270e-01       5.991558172640e-01      -2.048244425051e+00       2.890574246678e-04       8.129071260964e-02      -2.048244425051e+00       2.890574246678e-04       8.129071260964e-02      -1.613834489711e+00       4.522336062238e-04      -1.613832709608e+00       4.522334804815e-04 
       1.764193981230e+03       1.873675551105e-02      -2.063364302988e+00       2.927973479640e-04       8.159353349871e-02       5.810846075902e-04       1.856666866655e-04       1.674804464029e-04      -1.624674777806e+00       4.576825227335e-04       5.924098107056e-01       5.989427635264e-01      -2.057898241457e+00       2.889807576308e-04       8.268079838151e-02      -2.057898241457e+00       2.889807576308e-04       8.268079838151e-02      -1.624864975649e+00       4.577155942199e-04      -1.624863192707e+00       4.577154713571e-04 
       1.787033317570e+03       1.917072303905e-02      -2.073109373200e+00       2.926100185914e-04       8.301598630184e-02       5.769748341875e-04       1.876825156576e-04       1.680823140809e-04      -1.635813964328e+00       4.631616449610e-04       5.923880623264e-01       5.987349485224e-01      -2.067527195790e+00       2.888009003980e-04       8.405819171954e-02      -2.067527195790e+00       2.888009003980e-04       8.405819171954e-02      -1.636004909864e+00       4.631940510161e-04      -1.636003124147e+00       4.631939309346e-04 
       1.805392679924e+03       1.952311432948e-02      -2.080923067558e+00       2.923834782922e-04       8.414968607859e-02       5.736133334689e-04       1.892709042481e-04       1.685615939818e-04      -1.644847841574e+00       4.675635111426e-04       5.923700210337e-01       5.985715773034e-01      -2.075247735169e+00       2.885818512975e-04       8.515567007633e-02      -2.075247735169e+00       2.885818512975e-04       8.515567007633e-02      -1.645039377257e+00       4.675953955061e-04      -1.645037589356e+00       4.675952775920e-04 
       1.820711102833e+03       1.981955693783e-02      -2.087427971689e+00       2.921428631928e-04       8.508864206372e-02       5.707637404127e-04       1.905741322367e-04       1.689570917657e-04      -1.652439904157e+00       4.712345948492e-04       5.923546103232e-01       5.984377081563e-01      -2.081675065418e+00       2.883485113366e-04       8.606440784454e-02      -2.081675065418e+00       2.883485113366e-04       8.606440784454e-02      -1.652631924976e+00       4.712660516709e-04      -1.652630135283e+00       4.712659355205e-04 
       1.836029525742e+03       2.011820048606e-02      -2.093918810224e+00       2.918555063606e-04       8.602100034557e-02       5.678790767375e-04       1.918570842150e-04       1.693495535323e-04      -1.660081685269e+00       4.749041743607e-04       5.923388908641e-01       5.983060073871e-01      -2.088088488065e+00       2.880693503220e-04       8.696656346453e-02      -2.088088488065e+00       2.880693503220e-04       8.696656346453e-02      -1.660274184733e+00       4.749352112731e-04      -1.660272393273e+00       4.749350968469e-04 
       1.851347948651e+03       2.041904497253e-02      -2.100394805883e+00       2.915215985217e-04       8.694651518480e-02       5.649663112588e-04       1.931195922077e-04       1.697401963820e-04      -1.667773293650e+00       4.785722676979e-04       5.923228820892e-01       5.981764311146e-01      -2.094487244538e+00       2.877445443419e-04       8.786190397779e-02      -2.094487244538e+00       2.877445443419e-04       8.786190397779e-02      -1.667966265389e+00       4.786028931306e-04      -1.667964472189e+00       4.786027803903e-04 
       1.866666371560e+03       2.072209041925e-02      -2.106855219956e+00       2.911413425948e-04       8.786494646533e-02       5.620280394651e-04       1.943615210845e-04       1.701293646059e-04      -1.675514864287e+00       4.822389061051e-04       5.923065929470e-01       5.980489268350e-01      -2.100870614566e+00       2.873742903590e-04       8.875019802466e-02      -2.100870614566e+00       2.873742903590e-04       8.875019802466e-02      -1.675708302061e+00       4.822691285838e-04      -1.675706507147e+00       4.822690174922e-04 
       1.881984794470e+03       2.102733682053e-02      -2.113299265312e+00       2.907149276353e-04       8.877605853402e-02       5.590637692175e-04       1.955827512861e-04       1.705167862027e-04      -1.683306493173e+00       4.859041053510e-04       5.922900431644e-01       5.979234551588e-01      -2.107237829355e+00       2.869587776781e-04       8.963121589044e-02      -2.107237829355e+00       2.869587776781e-04       8.963121589044e-02      -1.683500390871e+00       4.859339330120e-04      -1.683498594268e+00       4.859338235331e-04 
       1.897303217379e+03       2.133478418663e-02      -2.119726180405e+00       2.902425592478e-04       8.967961745510e-02       5.560729769540e-04       1.967831615266e-04       1.709021822483e-04      -1.691148292783e+00       4.895678894149e-04       5.922732454260e-01       5.977999713116e-01      -2.113588145726e+00       2.864982120790e-04       9.050472955019e-02      -2.113588145726e+00       2.864982120790e-04       9.050472955019e-02      -1.691342644420e+00       4.895973300147e-04      -1.691340846152e+00       4.895972221135e-04 
       1.914623048087e+03       2.168505178911e-02      -2.126971215110e+00       2.896533979124e-04       9.069183881631e-02       5.526601234849e-04       1.981151752994e-04       1.713353997768e-04      -1.700075229192e+00       4.937086888324e-04       5.922539668198e-01       5.976626906703e-01      -2.120746876176e+00       2.859234775674e-04       9.148304767603e-02      -2.120746876176e+00       2.859234775674e-04       9.148304767603e-02      -1.700270087011e+00       4.937377008887e-04      -1.700268286889e+00       4.937375947303e-04 
       1.931942878795e+03       2.203813307200e-02      -2.134192253048e+00       2.890060843265e-04       9.169377195331e-02       5.492151327657e-04       1.994202388896e-04       1.717659020091e-04      -1.709066578984e+00       4.978477348144e-04       5.922344087554e-01       5.975278398042e-01      -2.127881956243e+00       2.852917350010e-04       9.245115908211e-02      -2.127881956243e+00       2.852917350010e-04       9.245115908211e-02      -1.709261935645e+00       4.978763277619e-04      -1.709260133699e+00       4.978762233043e-04 
       1.949262709504e+03       2.239402806546e-02      -2.141388214009e+00       2.883009631248e-04       9.268508561131e-02       5.457389319653e-04       2.006981863015e-04       1.721936184233e-04      -1.718122506211e+00       5.019850670512e-04       5.922145819041e-01       5.973953540259e-01      -2.134992332102e+00       2.846033248019e-04       9.340874249288e-02      -2.134992332102e+00       2.846033248019e-04       9.340874249288e-02      -1.718318354534e+00       5.020132500800e-04      -1.718316550793e+00       5.020131472825e-04 
       1.966582540212e+03       2.275273676428e-02      -2.148557962637e+00       2.875383720477e-04       9.366545195787e-02       5.422321465591e-04       2.019488596745e-04       1.726184173979e-04      -1.727243128151e+00       5.061207055275e-04       5.921945097581e-01       5.972651844027e-01      -2.142076894665e+00       2.838585807780e-04       9.435547973845e-02      -2.142076894665e+00       2.838585807780e-04       9.435547973845e-02      -1.727439461114e+00       5.061484875441e-04      -1.727437655607e+00       5.061483863673e-04 
       1.983902370920e+03       2.311425920124e-02      -2.155700422355e+00       2.867186811492e-04       9.463454645330e-02       5.386953525610e-04       2.031721065539e-04       1.730401565831e-04      -1.736428600551e+00       5.102546892840e-04       5.921742010509e-01       5.971372693575e-01      -2.149134593535e+00       2.830578688244e-04       9.529105585710e-02      -2.149134593535e+00       2.830578688244e-04       9.529105585710e-02      -1.736625411283e+00       5.102820789152e-04      -1.736623604037e+00       5.102819793209e-04 
       2.001222201629e+03       2.347859536994e-02      -2.162814458665e+00       2.858422525635e-04       9.559204779916e-02       5.351292148164e-04       2.043677791733e-04       1.734587105305e-04      -1.745679029872e+00       5.143870359820e-04       5.921536783709e-01       5.970115638970e-01      -2.156164320303e+00       2.822015464033e-04       9.621515916711e-02      -2.156164320303e+00       2.822015464033e-04       9.621515916711e-02      -1.745876311650e+00       5.144140416000e-04      -1.745874502693e+00       5.144139435511e-04 
       2.022141109522e+03       2.392239250972e-02      -2.171367366847e+00       2.847086160365e-04       9.673260880763e-02       5.307839101903e-04       2.057749469018e-04       1.739598246911e-04      -1.756938518225e+00       5.193759572553e-04       5.921286177066e-01       5.968626012678e-01      -2.164616038082e+00       2.810936897574e-04       9.731555613628e-02      -2.164616038082e+00       2.810936897574e-04       9.731555613628e-02      -1.757136360173e+00       5.194025098857e-04      -1.757134549184e+00       5.194024136558e-04 
